keyword,keyword sv,Keywords (in the same cluster),Avg Search Volume,Total_Search_Volume,relevance_score,Chewy_URL,product_count,CTR
quiet moments dog treats,110,"quiet moments dog treats, quiet moments cat treats","110.0, 20.0",130,3.714308742,"https://www.chewy.com/naturvet-hemp-quiet-moments-soft/dp/177159, https://www.chewy.com/naturvet-quiet-moments-soft-chews/dp/36808, https://www.chewy.com/naturvet-quiet-moments-plus-melatonin/dp/177162",13,0.108108108
raising chicken supplies,110,"raising chicken supplies, show chicken supplies, free chicken supplies","110.0, 30.0, 10.0",150,3.685813677,"https://www.chewy.com/mile-four-18-organic-mash-grower/dp/384833, https://www.chewy.com/pampered-chicken-mama-scratch-chicken/dp/312669, https://www.chewy.com/pampered-chicken-mama-chick-starter/dp/312661, https://www.chewy.com/pampered-chicken-mama-fluffiest/dp/312658, https://www.chewy.com/kalmbach-feeds-all-natural-17-protein/dp/226623, https://www.chewy.com/kalmbach-feeds-all-natural-hi-omegga/dp/244673",14,
reversible dog bandanas,110,reversible dog bandanas,110,110,4.932360937,"https://www.chewy.com/pets-first-ncaa-reversible-dog/dp/209098, https://www.chewy.com/pets-first-nfl-reversible-dog-bandana/dp/209301",19,0
riding breeches full seat,110,riding breeches full seat,110,110,3.929258007,,12,
rose gold horse tack,110,rose gold horse tack,110,110,1.350425472,,6,
saddle pad riser,110,saddle pad riser,110,110,2.483225255,,5,
sea dog clothing,110,"sea dog clothing, wet dog clothing","110.0, 10.0",120,2.717654343,,13,
sisal fabric for cat scratching posts,110,"sisal fabric for cat scratching posts, cat scratching post sisal fabric","110.0, 10.0",120,7.864246056,,178,
snake food fuzzies,110,snake food fuzzies,110,110,0.738703847,,6,
snake food rats,110,snake food rats,110,110,1.72745641,,16,
sweet potato wrapped with chicken dog treats,110,sweet potato wrapped with chicken dog treats,110,110,7.191721192,"https://www.chewy.com/beefeaters-sweet-potato-wrapped/dp/204537, https://www.chewy.com/ruffin-it-healthfuls-sweet-potato/dp/166495",26,0.235294118
the barkery dog treats,110,"the barkery dog treats, barker and barker liver dog treats","110.0, 10.0",120,5.970253241,,19,
thistle feeders for finches,110,thistle feeders for finches,110,110,2.834836592,,6,
up country dog leashes,110,"up country dog leashes, up country dog collars and leashes","110.0, 30.0",140,2.619675982,,7,
winter chicken treats,110,"winter chicken treats, frozen chicken treats, chicken treats for winter","110.0, 90.0, 20.0",220,6.607144996,,30,
wood cat decor,110,"wood cat decor, wooden cat decor, funny cat decor, metal cat decor, black and white cat decor, big cat decor","110.0, 110.0, 70.0, 50.0, 30.0, 10.0",380,7.887998238,https://www.chewy.com/b/litter-accessories-410,101,
zucchini dog treats,110,zucchini dog treats,110,110,5.104506823,,24,
all flock chicken feed,90,all flock chicken feed,90,90,2.878791331,"https://www.chewy.com/kalmbach-feeds-all-natural-16-flock/dp/226631, https://www.chewy.com/kalmbach-feeds-all-natural-non-gmo-20/dp/244681",8,0
aquarium ornaments shipwreck,90,aquarium ornaments shipwreck,90,90,1.184045794,,6,
bandits ferret treats,90,bandits ferret treats,90,90,2.982198325,"https://www.chewy.com/marshall-bandits-premium-meaty-bacon/dp/122471, https://www.chewy.com/marshall-bandits-premium-original/dp/122469, https://www.chewy.com/marshall-bandits-freeze-dried-rabbit/dp/122479, https://www.chewy.com/marshall-bandits-premium-banana/dp/122467",7,0.2
bearded dragon substrate sand,90,"bearded dragon substrate sand, bearded dragon soil substrate","90.0, 10.0",100,4.15677431,,18,
bird food holder,90,"bird food holder, wild bird food holders","90.0, 10.0",100,8.113189429,,66,
black cat calendars,90,black cat calendars,90,90,2.007863244,,7,
black cat kitchen,90,"black cat kitchen, cat and kitchen, the black cat kitchen, the cat kitchen","90.0, 10.0, 10.0, 10.0",120,4.633366623,,19,
black sand for saltwater aquarium,90,black sand for saltwater aquarium,90,90,4.802206271,,20,
blue collar dog grooming,90,"blue collar dog grooming, dog grooming ornaments, dog fashion grooming","90.0, 70.0, 50.0",210,7.116209807,,879,
cat food bag sizes,90,cat food bag sizes,90,90,5.199689473,"https://www.chewy.com/purina-one-ideal-weight-adult-dry-cat/dp/119348, https://www.chewy.com/iams-proactive-health-healthy-adult/dp/29285, https://www.chewy.com/cat-chow-complete-dry-cat-food/dp/127649, https://www.chewy.com/app/product-question/1628543, https://www.chewy.com/purina-one-indoor-advantage-senior-7/dp/314862, https://www.chewy.com/meow-mix-original-choice-dry-cat-food/dp/127504, https://www.chewy.com/merrick-purrfect-bistro-grain-free/dp/49261",26,0.133333333
cat thermos,90,cat thermos,90,90,4.816806232,,25,
catnip games,90,catnip games,90,90,6.438128311,https://www.chewy.com/f/catnip-cat-puzzle-toys-games_c2371_f58v70045,409,0.333333333
catnip mat,90,catnip mat,90,90,6.253401859,"https://www.chewy.com/petlinks-scratch-play-mat-cat/dp/200226, https://www.chewy.com/smartykat-fishy-fun-crinkle-catnip/dp/200345, https://www.chewy.com/fat-cat-boogie-mat-cat-toy-color/dp/111800",43,0
chicken feed mill,90,chicken feed mill,90,90,6.710877979,,50,
chicken feed oats,90,"chicken feed oats, oats for chicken feed","90.0, 90.0",180,8.180973945,,783,
chicken feeders with lids,90,chicken feeders with lids,90,90,1.783948156,,5,
chinchilla cage cleaner,90,chinchilla cage cleaner,90,90,2.144954427,,5,
chinchilla grooming,90,"chinchilla grooming, grooming chinchillas, chinchilla cat grooming, chinchilla grooming brush, chinchilla grooming comb, grooming a chinchilla","90.0, 90.0, 10.0, 10.0, 10.0, 10.0",220,6.481569239,"https://www.chewy.com/kaytee-chinchilla-bath-sand/dp/166732, https://www.chewy.com/ware-chinchilla-dust-bath/dp/123619, https://www.chewy.com/lixit-chinchilla-dust-bath/dp/136742",185,0
cockatiel cuttlebone,90,cockatiel cuttlebone,90,90,2.621362089,"https://www.chewy.com/sungrow-cuttlefish-bones-cockatiel/dp/359517, https://www.chewy.com/living-world-cuttlebone-bird-treat/dp/131456, https://www.chewy.com/sungrow-cuttlefish-bones-cockatiel/dp/359518",6,0
custom dog tumbler,90,custom dog tumbler,90,90,3.509957296,https://www.chewy.com/frisco-double-walled-dog-mom/dp/277210,15,0
cuttlebone budgie,90,cuttlebone budgie,90,90,2.338828958,,7,
d&d nutrition horse feed,90,d&d nutrition horse feed,90,90,7.220735398,,30,
dog camera harness,90,dog camera harness,90,90,2.285759903,,12,
dog eats plastic toys,90,dog eats plastic toys,90,90,6.855767805,,36,
dog food seasoning powder,90,dog food seasoning powder,90,90,6.848670694,https://www.chewy.com/herbsmith-smiling-dog-kibble/dp/112292,291,0.333333333
dog puzzle toys nina ottosson,90,"dog puzzle toys nina ottosson, nina ottosson dog puzzle toys, interactive dog toys nina ottosson, nina ottosson interactive dog toys","90.0, 90.0, 10.0, 10.0",200,2.835482714,"https://www.chewy.com/nina-ottosson-by-outward-hound/dp/253245, https://www.chewy.com/nina-ottosson-by-outward-hound-brick/dp/624934, https://www.chewy.com/nina-ottosson-by-outward-hound-casino/dp/103258, https://www.chewy.com/nina-ottosson-by-outward-hound-brick/dp/103260, https://www.chewy.com/nina-ottosson-by-outward-hound-smart/dp/175428, https://www.chewy.com/nina-ottosson-by-outward-hound-brick/dp/624934, https://www.chewy.com/nina-ottosson-by-outward-hound/dp/103253",9,0.333333333
dog toy box wood,90,dog toy box wood,90,90,6.821525349,https://www.chewy.com/richell-elegant-wooden-dog-toy-box/dp/270067,76,0.142857143
dog toys out of t shirts,90,dog toys out of t shirts,90,90,3.033021356,,7,
duck feeders and waterers,90,duck feeders and waterers,90,90,2.36280152,,6,
fish food gel,90,fish food gel,90,90,7.237085715,https://www.chewy.com/repashy-superfoods-soilent-green-gel/dp/166290,88,0
fish food with garlic,90,"fish food with garlic, marine fish food with garlic, tropical fish food with garlic","90.0, 10.0, 10.0",110,7.841783246,,236,
fish tank cleaner siphon,90,fish tank cleaner siphon,90,90,3.329933541,,8,
fish tank filter bubbling,90,fish tank filter bubbling,90,90,1.943731838,,5,
floating dog balls,90,floating dog balls,90,90,3.43145163,,9,
foam cat shampoo,90,"foam cat shampoo, waterless foam shampoo for cats","90.0, 10.0",100,8.121446698,"https://www.chewy.com/furminator-fur-deshedding-rinse-free/dp/191431, https://www.chewy.com/adams-plus-sensitive-skin-formula/dp/191454, https://www.chewy.com/vets-best-waterless-cat-bath/dp/45130, https://www.chewy.com/burts-bees-waterless-shampoo-cats/dp/121650, https://www.chewy.com/ark-naturals-dont-worry-dont-rinse-me/dp/111538",62,0
free range chicken feed,90,free range chicken feed,90,90,4.569734606,,16,
glass aquarium thermometer,90,"glass aquarium thermometer, saltwater aquarium thermometer","90.0, 30.0",120,2.516865658,"https://www.chewy.com/hde-lcd-digital-aquarium-thermometer/dp/157424, https://www.chewy.com/penn-plax-aqualife-therma-temp/dp/190546, https://www.chewy.com/marina-floating-thermometer-suction/dp/131460, https://www.chewy.com/aqueon-glass-adjustable-aquarium/dp/185011, https://www.chewy.com/marina-floating-thermometer-suction/dp/131461",11,0
horse chestnut vitamins,90,horse chestnut vitamins,90,90,2.166430753,,7,
horse coolers with neck,90,horse coolers with neck,90,90,1.808514233,,6,
horse feed for ulcers,90,"horse feed for ulcers, ulcer horse feed","90.0, 90.0",180,2.217915862,,9,
kitten carrier sling,90,kitten carrier sling,90,90,3.071747974,https://www.chewy.com/furryfido-classic-reversible-dog-cat/dp/162669,9,0
lake fish food,90,lake fish food,90,90,4.912376347,,21,
lazy dog cookies,90,lazy dog cookies,90,90,7.766537293,"https://www.chewy.com/lazy-dog-cookie-co-berried-bones/dp/172153, https://www.chewy.com/lazy-dog-cookie-co-limited-ingredient/dp/257771, https://www.chewy.com/lazy-dog-cookie-co-mutt-mallows/dp/180911, https://www.chewy.com/lazy-dog-cookie-co-leftover-turkey/dp/172198, https://www.chewy.com/f/lazy-dog-cookie-co_f1v418985, https://www.chewy.com/lazy-dog-cookie-co-original-pup-pie/dp/150933",37,0.090909091
lick n crunch dog cookies,90,lick n crunch dog cookies,90,90,3.205640233,"https://www.chewy.com/three-dog-bakery-lick-n-crunch/dp/30091, https://www.chewy.com/three-dog-bakery-lickn-crunch/dp/38043, https://www.chewy.com/three-dog-bakery-lickn-crunch/dp/295129, https://www.chewy.com/three-dog-bakery-mini-lickn-crunch/dp/153067, https://www.chewy.com/three-dog-bakery-lick-n-crunch/dp/126876, https://www.chewy.com/blue-dog-bakery-more-flavors-assorted/dp/45625, https://www.chewy.com/three-dog-bakery-lick-n-crunch/dp/126877?utm_source=google-product&utm_medium=organic&utm_campaign=%7Bcampaignid%7D&utm_content=Three%20Dog%20Bakery&utm_term=%7Bkeyword%7D, https://www.chewy.com/three-dog-bakery-lick-n-crunch/dp/203356",7,0.055555556
litter for cats with uti,90,litter for cats with uti,90,90,8.647038668,,38,
mealworms for turtles,90,"mealworms for turtles, turtle food mealworms, turtle food worms","90.0, 10.0, 10.0",110,8.687216326,,36,
medical grooming for dogs,90,medical grooming for dogs,90,90,7.265125822,,409,
mens riding chaps,90,"mens riding chaps, mens horse riding chaps, mens western riding chaps","90.0, 50.0, 20.0",160,3.03699652,,20,
nepeta catnip,90,nepeta catnip,90,90,1.79326771,,5,
organic cat toys,90,organic cat toys,90,90,5.852761111,,22,
parakeet foraging toys,90,"parakeet foraging toys, parakeet swing toys","90.0, 20.0",110,4.115303111,https://www.chewy.com/sungrow-bird-small-medium-parrots/dp/359523,12,0
parrot grooming,90,parrot grooming,90,90,5.375343152,,31,
pet grass seeds,90,"pet grass seeds, pet grass seeds for dogs","90.0, 30.0",120,6.710071245,"https://www.chewy.com/cat-ladies-organic-pet-grass-seed/dp/177895, https://www.chewy.com/f/pet-grass_c1555_f164v203180, https://www.chewy.com/petlinks-nibble-licious-organic-cat/dp/130143",264,0.25
rainbow fish food,90,rainbow fish food,90,90,1.888321088,,5,
rat balls exercise,90,rat balls exercise,90,90,4.811664538,,23,
rat cage decorations,90,"rat cage decorations, decorated rat cages","90.0, 40.0",130,2.548300882,,7,
round cat carriers,90,round cat carriers,90,90,5.675021451,,77,
saltwater aquarium worms,90,saltwater aquarium worms,90,90,3.47543661,,13,
show horse supplies,90,show horse supplies,90,90,2.164625057,,9,
small fish food,90,"small fish food, small goldfish food","90.0, 20.0",110,7.849479581,"https://www.chewy.com/tetra-betta-floating-mini-pellets/dp/125813, https://www.chewy.com/omega-one-small-marine-pellets-garlic/dp/125459, https://www.chewy.com/tetra-cichlid-floating-cichlid-sticks/dp/126037, https://www.chewy.com/tetra-pond-flakes-small-fish-food/dp/125825, https://www.chewy.com/omega-one-super-veggie-kelp-pellets/dp/125509, https://www.chewy.com/blackwater-premium-koi-goldfish-food/dp/232944, https://www.chewy.com/wardley-goldfish-small-floating/dp/125205, https://www.chewy.com/tetra-pond-flakes-small-fish-food/dp/125825",2151,0.025
tubing for pond pumps,90,"tubing for pond pumps, aquarium pump tubing","90.0, 70.0",160,2.218963087,https://www.chewy.com/tetra-pond-tubing/dp/155185,5,0
turtle tank thermometer,90,turtle tank thermometer,90,90,1.915430186,,5,
vintage dog tags,90,vintage dog tags,90,90,3.253090732,,12,
vinyl dog toy,90,"vinyl dog toy, vinyl dog toys squeaky","90.0, 20.0",110,7.776194538,https://www.chewy.com/ethical-pet-vinyl-basketball-squeaky/dp/215604,55,0
xxs dog shoes,90,"xxs dog shoes, dog shoes xxs","90.0, 10.0",100,3.658940323,,16,
22 chicken feed,70,"22 chicken feed, 20 chicken feed","70.0, 30.0",100,6.464043941,,196,
ace dog collars,70,ace dog collars,70,70,2.661990418,,6,
arma horse boots,70,arma horse boots,70,70,3.289082636,"https://www.chewy.com/shires-equestrian-products-arma/dp/290582, https://www.chewy.com/horze-equestrian-horse-tendon-boots/dp/281565, https://www.chewy.com/easycare-easyboot-zip-horse-boot/dp/277590, https://www.chewy.com/tough-1-extreme-vented-horse-sport/dp/134376, https://www.chewy.com/tough-1-extreme-vented-horse-sport/dp/134384, https://www.chewy.com/tough-1-extreme-vented-horse-sport/dp/134388, https://www.chewy.com/tough-1-extreme-vented-horse-sport/dp/134380, https://www.chewy.com/easycare-easyboot-back-country-horse/dp/277650, https://www.chewy.com/easycare-easyboot-trail-horse-boot/dp/277596, https://www.chewy.com/easycare-easyboot-glove-soft-horse/dp/277624, https://www.chewy.com/shires-equestrian-products-arma-air/dp/290566?utm_source=google-product&utm_medium=organic&utm_campaign=%7Bcampaignid%7D&utm_content=Shires%20Equestrian%20Products&utm_term=%7Bkeyword%7D, https://www.chewy.com/shires-equestrian-products-arma-air/dp/290556, https://www.chewy.com/horze-equestrian-horse-fetlock-boots/dp/281584",8,0.037037037
basking light bulb for turtles,70,basking light bulb for turtles,70,70,7.417190021,,35,
bengal cat gifts,70,bengal cat gifts,70,70,1.427239511,,5,
bird cage covers for winter,70,"bird cage covers for winter, bird cage cover fabric, bird cage winter cover","70.0, 20.0, 10.0",100,2.125546596,https://www.chewy.com/prevue-pet-products-good-night-bird/dp/133481,8,0
bird food bugs,70,bird food bugs,70,70,3.589407372,,9,
bird treat sticks,70,"bird treat sticks, bird food sticks, bird treat holder, parrot treat sticks","70.0, 50.0, 30.0, 10.0",160,8.121414502,"https://www.chewy.com/wild-harvest-crispy-minis-honey/dp/362659, https://www.chewy.com/vitakraft-crunch-sticks-orange/dp/161217, https://www.chewy.com/white-mill-pure-wild-seeds-bird-treat/dp/318894, https://www.chewy.com/kaytee-forti-diet-pro-health-honey/dp/122865, https://www.chewy.com/sunseed-crazy-good-cookin-nutty/dp/253563, https://www.chewy.com/vitakraft-crunch-sticks-grain-honey/dp/161212, https://www.chewy.com/kaytee-avian-superfood-treat-stick/dp/279009, https://www.chewy.com/kaytee-avian-superfood-treat-stick/dp/279005, https://www.chewy.com/vitakraft-variety-pack-triple-baked/dp/123777, https://www.chewy.com/kaytee-avian-superfood-treat-stick/dp/279007, https://www.chewy.com/jw-pet-insight-millet-spray-holder/dp/129641",36,0
black cat jewelry and gifts,70,"black cat jewelry and gifts, black cat gifts for her, black and white cat gifts, gray cat gifts, white cat gifts, grey cat gifts","70.0, 50.0, 40.0, 30.0, 30.0, 20.0",240,2.858856686,,12,
bully max high protein dog food,70,bully max high protein dog food,70,70,2.515171707,,5,
calcium supplements for cattle,70,"calcium supplements for cattle, cattle calcium supplements, calcium supplements for sheep","70.0, 70.0, 20.0",160,6.957912138,,49,
carob chip dog cookies,70,"carob chip dog cookies, carob cookies for dogs, dog carob chip cookies","70.0, 70.0, 70.0",210,2.468183637,"https://www.chewy.com/three-dog-bakery-cookies-carob/dp/203353, https://www.chewy.com/exclusively-dog-wafer-cookies-carob/dp/47040, https://www.chewy.com/exclusively-dog-carob-sandwich-cremes/dp/47041, https://www.chewy.com/three-dog-bakery-cookies-carob/dp/203354?utm_source=google-product&amp;utm_medium=organic&amp;utm_campaign=%7Bcampaignid%7D&amp;utm_content=Three%20Dog%20Bakery&amp;utm_term=%7Bkeyword%7D",5,
cat cage accessories,70,cat cage accessories,70,70,5.859350391,,468,
cat harness with wings,70,cat harness with wings,70,70,2.016405241,,7,
cat pillow paw,70,cat pillow paw,70,70,3.590364567,,11,
cat scratchers and beds,70,cat scratchers and beds,70,70,8.769389327,,889,
chicken feed dispenser,70,"chicken feed dispenser, chicken treat dispenser","70.0, 40.0",110,5.794972059,"https://www.chewy.com/petsafe-busy-buddy-chompin-chicken/dp/373081, https://www.chewy.com/lixit-chicken-toy/dp/131567",55,
